celltype,size_factors,dca_split
Group1,1.6232442,0
Group1,1.0895375,0
Group1,1.1908283,0
Group1,0.70749575,0
Group1,0.77171487,0
Group1,1.3550256,0
Group1,1.3565834,0
Group1,1.4849867,0
Group1,1.1118541,0
Group1,0.78368706,1
Group1,0.79324377,0
Group1,0.56458235,0
Group1,1.053551,0
Group1,0.96668273,0
Group1,0.8618562,0
Group1,0.9759594,0
Group1,0.5943377,0
Group1,0.8076489,0
Group1,1.0801908,0
Group1,1.1326128,0
Group1,1.1160372,0
Group1,1.1520764,1
Group1,0.907592,0
Group1,1.1429046,0
Group1,0.94265085,0
Group1,1.4075177,0
Group1,0.9199842,0
Group1,0.8012427,0
Group1,1.1260841,0
Group1,1.1491008,0
Group1,0.72554153,0
Group1,0.93981534,0
Group1,0.7997199,0
Group1,1.0969414,0
Group1,0.64369667,0
Group1,0.9556207,0
Group1,1.1023673,0
Group1,1.2351289,0
Group1,0.96946573,0
Group1,1.0130136,0
Group1,1.0051897,0
Group1,0.92224216,0
Group1,0.94111055,0
Group1,0.95462304,0
Group1,1.2520545,0
Group1,0.65365595,0
Group1,1.1126592,0
Group1,1.3669628,0
Group1,0.9622544,0
Group1,0.9223472,0
Group1,1.202538,0
Group1,0.9036538,0
Group1,1.2741259,0
Group1,0.9135431,0
Group1,0.98770404,0
Group1,1.2416226,0
Group1,1.3976983,0
Group1,0.5836608,0
Group1,0.92134947,0
Group1,1.0141863,0
Group1,0.8317332,0
Group1,0.8880935,0
Group1,0.9511749,0
Group1,0.8670372,0
Group1,1.0588894,0
Group1,0.838507,0
Group1,1.1734477,0
Group1,1.0514855,0
Group1,0.80406076,0
Group1,0.90414387,0
Group1,1.2511618,0
Group1,1.1104888,0
Group1,0.81067693,0
Group1,0.7922461,0
Group1,1.084444,0
Group1,0.8370017,0
Group1,0.94711417,0
Group1,0.8777666,0
Group1,1.0116134,0
Group1,0.91389316,0
Group1,0.9764145,0
Group1,0.7878353,0
Group1,1.1514112,0
Group1,1.1510086,0
Group1,1.0747473,0
Group1,1.2988229,0
Group1,1.7979258,0
Group1,1.1190304,0
Group1,0.94424367,0
Group1,0.918409,1
Group1,1.0608498,0
Group1,1.183372,0
Group1,1.0829738,0
Group1,0.72247845,0
Group1,1.2121822,1
Group1,0.7711198,0
Group1,0.789008,0
Group1,0.940778,0
Group1,1.1610029,0
Group1,0.949162,0
Group1,1.1326828,0
Group1,1.014589,0
Group1,1.1713123,0
Group1,0.8595808,0
Group1,0.9991686,0
Group1,0.72865707,1
Group1,0.9917998,0
Group1,1.4803659,0
Group1,0.6753949,0
Group1,0.79802215,0
Group1,1.0574892,0
Group1,1.098289,0
Group1,1.2566928,1
Group1,1.4132236,0
Group1,1.3131405,0
Group1,0.8079289,0
Group1,0.8613311,0
Group1,0.962622,0
Group1,0.85777795,0
Group1,0.63242465,0
Group1,0.91081256,0
Group1,0.72846454,0
Group1,0.8670372,0
Group1,1.072647,1
Group1,1.0918479,0
Group1,1.2303855,0
Group1,0.9113552,1
Group1,1.4114033,0
Group1,0.995983,0
Group1,0.82677984,0
Group1,0.90055573,0
Group1,0.9376624,0
Group1,1.363042,0
Group1,0.8426727,0
Group1,0.885223,0
Group1,1.0836564,0
Group1,1.1136569,0
Group1,0.96472234,0
Group1,0.9201593,0
Group1,1.439531,1
Group1,0.9164311,0
Group1,1.417897,0
Group1,0.6626176,0
Group1,1.318479,0
Group1,1.1985472,0
Group1,1.2252395,0
Group1,0.8705553,0
Group1,0.8153853,0
Group1,1.1618081,1
Group1,1.2071588,0
Group1,1.068096,0
Group1,0.89833283,1
Group1,1.1270468,0
Group1,0.72702926,0
Group1,1.1641185,0
Group1,0.8126723,0
Group1,0.9689056,0
Group1,0.9112502,0
Group1,1.2234718,0
Group1,0.9275981,0
Group1,1.2417101,0
Group1,1.1204131,1
Group1,0.98807156,0
Group1,1.2064937,0
Group1,1.133523,0
Group3,1.0056797,0
Group3,1.387424,0
Group3,0.90734696,0
Group3,1.1680567,0
Group3,0.95595324,0
Group3,0.91763884,0
Group3,1.2091892,0
Group3,1.6526146,1
Group3,1.1508511,0
Group3,0.9942327,0
Group3,0.9844309,0
Group3,1.0155691,0
Group3,0.7232836,0
Group3,0.60328186,0
Group3,1.5740778,0
Group3,1.191721,0
Group3,1.2452457,0
Group3,1.1209031,0
Group3,1.0136262,0
Group3,1.0259135,0
Group3,0.88422525,0
Group3,0.7775259,0
Group3,1.1416969,0
Group3,0.9886842,0
Group3,1.1601977,1
Group3,0.6542336,0
Group3,0.81612045,1
Group3,0.7117315,0
Group3,1.0774252,0
Group3,0.9573185,0
Group3,0.9313088,0
Group3,1.1600578,0
Group3,1.2974402,0
Group3,0.82270163,0
Group3,1.0367129,1
Group3,0.7617906,0
Group3,0.7454076,0
Group3,1.3526627,0
Group3,0.7071457,0
Group3,0.943456,1
Group3,1.2423577,0
Group3,1.0423839,0
Group3,1.0139588,0
Group3,1.0001312,0
Group3,0.8958124,0
Group3,1.0672034,0
Group3,1.0421739,0
Group3,1.200315,0
Group3,0.99958867,0
Group3,1.6134074,0
Group3,0.9976458,1
Group3,0.9137006,0
Group3,1.0227103,0
Group3,0.92157704,0
Group3,0.87680393,0
Group3,0.7560495,0
Group3,1.370726,0
Group3,1.1620531,0
Group3,1.0046645,0
Group3,0.924395,0
Group3,0.984711,0
Group3,0.959874,0
Group3,1.0796481,0
Group3,0.9291384,0
Group3,0.9444712,0
Group3,1.2323809,0
Group3,1.0138713,0
Group3,1.3396928,0
Group3,0.98950684,0
Group3,1.0639129,0
Group3,0.62304294,0
Group3,0.9147333,0
Group3,1.1557695,0
Group3,0.9841159,0
Group3,0.9507548,0
Group3,1.1682492,0
Group3,0.7270993,1
Group3,1.0779679,0
Group3,0.6841115,0
Group3,1.1267667,0
Group3,0.7972695,0
Group3,0.96628016,0
Group3,1.2141601,0
Group3,0.9776572,0
Group3,0.99206233,0
Group3,0.5616243,0
Group3,1.0498577,1
Group3,1.0476348,0
Group3,1.086527,0
Group3,1.1135168,0
Group3,1.0035619,0
Group3,0.85594016,0
Group3,1.03456,0
Group3,1.222509,0
Group3,1.4912703,0
Group3,0.9093248,0
Group3,0.7327703,0
Group3,0.9440336,0
Group3,1.0717717,0
Group3,1.006975,0
Group3,1.1523913,0
Group3,1.2667221,0
Group3,0.65426856,0
Group3,1.0819411,0
Group3,0.89596987,0
Group3,0.87570125,1
Group3,1.2091017,0
Group3,1.0004113,1
Group3,0.90636677,0
Group3,1.1622807,1
Group3,0.62461823,0
Group3,0.8976502,0
Group3,1.1078984,0
Group3,0.82079375,1
Group3,0.98065025,0
Group3,0.95113987,0
Group3,1.2030805,0
Group3,0.90844965,0
Group3,1.0683762,0
Group3,0.85224694,0
Group3,0.93647224,0
Group3,1.409723,0
Group3,0.9802477,0
Group3,0.6394959,0
Group3,1.3493546,0
Group3,0.96407473,0
Group3,1.3755568,0
Group3,1.0532008,0
Group3,0.8850479,0
Group3,0.8101168,0
Group3,1.1813066,0
Group3,1.106113,0
Group3,0.8094692,1
Group3,0.69190043,1
Group3,1.2516868,0
Group3,0.915941,1
Group3,0.7100162,0
Group3,0.8229642,0
Group3,0.7816567,0
Group3,1.3313088,0
Group3,1.3565309,0
Group3,1.095191,1
Group3,0.9251827,0
Group3,1.1326128,0
Group3,0.8114121,0
Group3,1.1021572,0
Group3,0.94830436,0
Group3,0.8324684,0
Group3,0.78102654,0
Group3,1.2354615,0
Group3,0.9750667,0
Group3,1.3676103,0
Group3,1.2951822,0
Group3,1.0750798,0
Group3,1.3042489,0
Group3,1.0393384,0
Group3,0.81510526,0
Group3,0.8012427,0
Group3,0.6697414,0
Group3,0.8968276,0
Group3,1.0001838,0
Group6,1.0630902,0
Group6,1.100687,0
