celltype,size_factors,dca_split
Group1,1.2339911,0
Group1,0.99663067,0
Group1,0.98273313,0
Group1,0.780729,1
Group1,0.77393776,0
Group1,0.8872183,0
Group1,0.96241194,0
Group1,1.2587231,0
Group1,1.3428609,0
Group1,1.2044458,0
Group1,0.8061786,0
Group1,1.0957686,0
Group1,0.64147377,0
Group1,1.2962149,0
Group1,0.83791184,0
Group1,0.9040214,0
Group1,0.94798934,0
Group1,0.78818536,0
Group1,0.9438236,0
Group1,0.6879447,0
Group1,1.5303024,0
Group1,0.8151578,0
Group1,1.1676016,0
Group1,0.92376494,0
Group1,0.8530171,0
Group1,0.9109526,0
Group1,0.97191614,1
Group1,1.3957905,0
Group1,1.1262591,0
Group1,0.80780643,1
Group1,1.1922461,0
Group1,0.74237955,0
Group1,1.0879622,0
Group1,0.68619436,0
Group1,0.910095,0
Group1,0.9254102,0
Group1,0.9963156,0
Group1,1.2495165,0
Group1,0.8087691,0
Group1,1.1175251,1
Group1,1.108931,0
Group1,0.64985776,0
Group1,1.357126,0
Group1,1.0580143,0
Group1,1.1028924,0
Group1,0.98362577,0
Group1,1.285013,0
Group1,1.3245176,1
Group1,1.0221328,0
Group1,1.2095742,0
Group1,1.5496434,0
Group1,1.3365422,1
Group1,0.94135565,1
Group1,0.8486063,0
Group1,1.2507942,0
Group3,1.1407343,0
Group3,1.3094648,0
Group3,1.0255284,0
Group3,1.1251739,0
Group3,0.9673128,0
Group3,0.86157614,0
Group3,0.9501597,0
Group3,0.99670064,0
Group3,1.246786,0
Group3,0.74771804,1
Group3,1.0776353,0
Group3,0.6827813,0
Group3,1.5362885,0
Group3,1.2508467,0
Group3,0.9274231,0
Group3,0.9663852,0
Group3,0.8358465,0
Group3,0.8169256,0
Group3,0.8532096,0
Group3,1.2946397,0
Group3,1.0603247,1
Group3,1.0967662,0
Group3,0.87314576,0
Group3,0.99277997,0
Group3,0.860631,1
Group3,1.2582681,1
Group3,1.5112764,0
Group3,1.1493284,0
Group3,0.7844572,0
Group3,1.0129961,0
Group3,0.9340393,0
Group3,1.0707566,0
Group3,1.2878485,0
Group3,0.90951735,0
Group3,1.1431673,0
Group3,1.4471973,1
Group3,0.97916245,0
Group3,0.82949287,0
Group3,0.7553669,0
Group3,0.6608323,1
Group3,0.89945304,0
Group3,1.001444,1
Group3,0.6548987,0
Group3,1.0083928,0
Group3,0.99509037,1
Group3,1.0077977,0
Group3,1.0679561,0
Group3,1.0700389,0
Group3,0.88585305,0
Group3,1.0322846,0
Group3,1.0826237,0
Group3,0.76312083,0
Group3,0.86820984,0
Group6,0.74530256,0
Group6,1.095751,0
Group6,1.106078,0
Group6,0.8097318,0
Group6,0.72972476,0
Group6,0.9721787,1
Group6,0.9086597,0
Group6,0.8244519,0
Group6,1.1315801,0
Group6,0.8429703,0
Group6,1.0569291,0
Group6,1.0212926,0
Group6,0.7894456,0
Group6,1.0415437,0
Group6,1.3264254,0
Group6,0.9165886,0
Group6,1.042244,1
Group6,1.4607272,0
Group6,1.0858268,0
Group6,1.2074739,0
Group6,1.3531703,0
Group6,0.89861286,0
Group6,0.93838006,0
Group6,1.0061873,0
Group6,0.7807465,0
Group6,0.9395878,0
Group6,0.94111055,0
Group6,0.94644904,0
Group6,1.1129217,0
Group6,1.2226316,0
Group6,1.0114733,0
Group6,1.2299654,0
Group6,1.1758807,0
Group6,1.2294403,0
Group6,1.1858749,0
Group6,1.2098368,1
Group6,1.0129961,0
Group6,1.0197173,0
Group6,0.89850783,0
Group6,0.9232398,0
Group6,0.9643373,1
Group6,1.6392071,0
Group6,1.4217477,0
Group6,1.4113508,0
Group6,1.0300792,0
Group6,0.9344944,0
Group6,1.556067,0
Group6,1.0414388,0
Group6,1.1272743,0
Group6,0.6735396,0
Group6,0.74391985,0
Group6,1.235899,0
Group6,1.2434604,0
Group6,0.9538879,0
Group6,1.3901895,0
Group6,1.3810878,0
Group6,1.078458,0
Group5,0.82306916,0
Group5,0.88646567,0
Group5,0.8061261,0
Group5,0.96482736,0
Group5,1.0723668,0
Group5,0.8426727,0
Group5,0.84496564,0
Group5,1.0940533,1
Group5,1.3026911,0
Group5,0.93803,0
Group5,0.71652734,0
Group5,1.0749574,0
Group5,0.88286,0
Group5,0.8704328,0
Group5,1.0384457,0
Group5,1.7123003,1
Group5,0.83063054,0
Group5,1.2584606,0
Group5,0.8754387,0
Group5,0.99123967,0
Group5,0.80962676,0
Group5,1.1218659,0
Group5,1.3070143,0
Group5,0.8063536,0
Group5,1.012611,0
Group5,1.075815,0
Group5,0.8403273,1
Group5,1.0872271,0
Group5,0.8444406,0
Group5,1.0171969,0
Group5,1.0880322,0
Group5,1.486527,0
Group5,0.8226491,0
Group5,1.0058023,0
Group5,0.8143351,1
Group5,1.2568328,1
Group5,1.6058285,0
Group5,1.120028,0
Group5,0.92106944,0
Group5,1.0283464,0
