celltype,size_factors,dca_split
Group1,1.0574892,0
Group1,1.098289,0
Group1,1.2566928,1
Group1,1.4132236,0
Group1,1.3131405,0
Group1,0.8079289,0
Group1,0.8613311,0
Group1,0.962622,0
Group1,0.85777795,0
Group1,0.63242465,0
Group1,0.91081256,0
Group1,0.72846454,0
Group1,0.8670372,0
Group1,1.072647,1
Group1,1.0918479,0
Group1,1.2303855,0
Group1,0.9113552,1
Group1,1.4114033,0
Group1,0.995983,0
Group1,0.82677984,0
Group1,0.90055573,0
Group1,0.9376624,0
Group1,1.363042,0
Group1,0.8426727,0
Group1,0.885223,0
Group1,1.0836564,0
Group1,1.1136569,0
Group1,0.96472234,0
Group1,0.9201593,0
Group1,1.439531,1
Group1,0.9164311,0
Group1,1.417897,0
Group1,0.6626176,0
Group1,1.318479,0
Group1,1.1985472,0
Group1,1.2252395,0
Group1,0.8705553,0
Group1,0.8153853,0
Group1,1.1618081,1
Group1,1.2071588,0
Group1,1.068096,0
Group1,0.89833283,1
Group1,1.1270468,0
Group1,0.72702926,0
Group1,1.1641185,0
Group1,0.8126723,0
Group1,0.9689056,0
Group1,0.9112502,0
Group1,1.2234718,0
Group1,0.9275981,0
Group1,1.2417101,0
Group1,1.1204131,1
Group1,0.98807156,0
Group1,1.2064937,0
Group1,1.133523,0
Group3,1.1469829,0
Group3,0.8977727,0
Group3,0.8728132,0
Group3,1.315836,0
Group3,0.66267014,0
Group3,0.98289067,0
Group3,0.96750534,0
Group3,1.2541373,1
Group3,0.7718724,0
Group3,0.9742616,1
Group3,0.93039864,0
Group3,1.0639304,0
Group3,0.97461164,0
Group3,1.2601234,0
Group3,1.6472411,0
Group3,0.9075745,0
Group3,0.7845797,0
Group3,1.313123,0
Group3,0.93776745,0
Group3,0.9302236,1
Group3,1.1964818,0
Group3,0.7691244,0
Group3,1.3275981,0
Group3,0.9864438,0
Group3,0.9410931,0
Group3,0.65033036,0
Group3,1.1565921,0
Group3,1.2320833,0
Group3,0.7603203,0
Group3,1.1542118,1
Group3,0.92520016,0
Group3,0.9825581,0
Group3,0.84053737,0
Group3,1.2076313,0
Group3,0.5754168,0
Group3,1.0364853,0
Group3,0.9792675,0
Group3,0.96817046,0
Group3,1.078318,0
Group3,1.4244082,0
Group3,0.7338205,0
Group3,0.95600575,0
Group3,0.84956896,0
Group3,0.82679737,1
Group3,1.1379513,0
Group3,1.4565965,0
Group3,0.95196253,0
Group3,0.77087474,1
Group3,1.1585699,0
Group3,0.70926356,0
Group3,1.0279088,0
Group3,0.90024066,0
Group3,0.9613267,0
Group6,1.0630902,0
Group6,1.100687,0
Group6,1.230823,0
Group6,0.9528202,0
Group6,1.0481775,0
Group6,1.0178095,0
Group6,1.0833589,0
Group6,0.94728917,0
Group6,1.2182733,0
Group6,1.152934,0
Group6,1.1167374,1
Group6,0.9835558,0
Group6,1.0022142,0
Group6,0.7034875,0
Group6,1.1837395,0
Group6,1.2292303,0
Group6,0.9985735,0
Group6,0.7706297,0
Group6,1.0384632,0
Group6,0.9886667,0
Group6,0.9595589,0
Group6,0.8211963,0
Group6,1.1328229,0
Group6,1.4917954,0
Group6,1.0368004,1
Group6,0.97002584,0
Group6,1.186225,0
Group6,1.0279614,0
Group6,1.2633439,0
Group6,0.83614403,0
Group6,0.70634055,0
Group6,1.0098981,0
Group6,1.1300223,0
Group6,1.7249726,0
Group6,1.0496652,0
Group6,0.6150965,0
Group6,1.1410143,0
Group6,1.1156347,0
Group6,0.8215814,0
Group6,1.3428959,0
Group6,0.77661574,0
Group6,0.72233844,0
Group6,0.92056185,0
Group6,1.1072682,0
Group6,1.0484926,0
Group6,1.123056,0
Group6,0.83491886,0
Group6,1.4732245,0
Group6,0.9483394,0
Group6,1.5136569,0
Group6,0.91615105,0
Group6,0.8309456,0
Group6,0.9025861,0
Group6,0.7910909,0
Group6,1.1804839,0
Group6,0.79021573,0
Group6,1.158815,0
Group5,1.0118059,0
Group5,0.8256071,0
Group5,0.67627007,0
Group5,1.30992,0
Group5,1.2033956,0
Group5,1.1112764,0
Group5,1.1552619,0
Group5,1.3519975,0
Group5,1.0433991,0
Group5,0.99323505,0
Group5,1.1177001,0
Group5,0.8755787,0
Group5,0.88706076,1
Group5,0.92682797,0
Group5,1.321367,0
Group5,0.8419201,0
Group5,1.0714742,0
Group5,1.147543,0
Group5,0.83927715,0
Group5,1.0820462,0
Group5,0.866442,0
Group5,0.7743754,0
Group5,0.56944823,0
Group5,0.8049709,0
Group5,1.3920099,0
Group5,0.6146414,0
Group5,1.5921061,0
Group5,1.1716974,0
Group5,0.9268805,0
Group5,1.0735571,0
Group5,0.87519366,0
Group5,0.81508774,0
Group5,1.070109,0
Group5,1.1377412,0
Group5,0.7887105,0
Group5,1.0815561,0
Group5,1.1030674,0
Group5,1.0581018,0
Group5,0.89686257,0
Group5,1.0896075,1
Group5,0.7492233,0
Group5,0.70145714,1
Group5,1.5538967,0
Group5,0.8431453,0
Group5,1.4640878,0
Group5,1.0223778,0
Group5,1.0105631,1
Group5,1.0898175,0
Group5,0.9485144,0
Group5,0.55089486,0
Group5,0.93328667,0
Group5,0.7716449,0
Group5,1.128272,0
Group5,0.9588588,0
Group5,0.97132105,0
Group2,0.8536297,0
Group2,1.1311076,0
Group2,1.1657988,0
Group2,1.418107,0
Group2,1.1356409,0
Group2,1.0034044,0
Group2,0.9422133,0
Group2,0.8755437,0
Group2,1.3788649,0
Group2,0.9607141,0
Group2,1.0242506,0
Group2,0.9092723,0
Group2,1.1385989,0
Group2,0.63937336,0
Group2,0.78815037,0
Group2,0.9919573,0
Group2,0.91958165,0
Group2,0.99277997,0
Group2,0.89642495,0
Group2,1.0569465,0
Group2,0.9797926,0
Group2,1.086912,0
Group2,1.191721,0
Group2,1.1355534,0
Group2,0.78790534,0
Group2,0.84900886,0
Group2,0.7094036,0
Group2,1.0462872,0
Group2,1.064788,0
Group2,1.1102437,0
Group2,1.1062355,0
Group2,0.9990461,1
Group2,1.1697545,0
Group2,1.1262591,0
Group2,0.8080165,0
Group2,1.1579574,0
Group2,0.9296985,0
Group2,1.5145144,1
Group2,1.6106595,1
Group2,0.97525924,0
Group2,0.58345073,1
Group2,1.3112152,0
Group2,0.98905176,0
Group2,1.5656238,0
Group2,1.47578,0
Group2,0.9605741,0
Group2,0.8785542,0
Group2,1.1658163,0
Group2,1.034385,0
Group2,1.1444274,0
Group2,1.0374831,0
Group2,1.0213801,1
Group2,1.2501991,0
Group2,0.9196517,1
Group2,1.2095392,0
Group2,0.8021879,0
Group2,0.9338117,0
Group2,0.98896426,1
Group2,0.50610423,0
Group2,1.2156653,0
Group2,1.1758456,0
Group2,0.6067825,0
Group4,0.99298996,0
Group4,1.0880672,0
Group4,1.0942633,0
Group4,0.8214764,0
Group4,0.9276856,0
Group4,0.73973656,0
Group4,0.80103266,0
Group4,0.7382313,0
Group4,1.0514506,0
Group4,0.93606967,0
Group4,1.2153152,0
Group4,1.1021223,0
Group4,1.0921454,0
Group4,1.1103313,0
Group4,1.0175469,0
Group4,0.71663237,0
Group4,1.2407824,0
Group4,1.0617249,0
Group4,1.0488951,0
Group4,0.75783485,0
Group4,0.6901501,0
Group4,0.7976196,0
Group4,1.3109876,0
Group4,1.3700608,0
Group4,1.1216033,0
Group4,1.2647443,0
Group4,0.9274056,1
Group4,0.8783442,0
Group4,0.5743491,0
Group4,0.9009058,0
