celltype,size_factors,dca_split
Group1,1.6232442,0
Group1,1.0895375,0
Group1,1.1908283,0
Group1,0.70749575,0
Group1,0.77171487,0
Group1,1.3550256,0
Group1,1.3565834,0
Group1,1.4849867,0
Group1,1.1118541,0
Group1,0.78368706,1
Group1,0.79324377,0
Group1,0.56458235,0
Group1,1.053551,0
Group1,0.96668273,0
Group1,0.8618562,0
Group1,0.9759594,0
Group1,0.5943377,0
Group1,0.8076489,0
Group1,1.0801908,0
Group1,1.1326128,0
Group1,1.1160372,0
Group1,1.1520764,1
Group1,0.907592,0
Group1,1.1429046,0
Group1,0.94265085,0
Group1,1.4075177,0
Group1,0.9199842,0
Group1,0.8012427,0
Group1,1.1260841,0
Group1,1.1491008,0
Group1,0.72554153,0
Group1,0.93981534,0
Group1,0.7997199,0
Group1,1.0969414,0
Group1,0.64369667,0
Group1,0.9556207,0
Group1,1.1023673,0
Group1,1.2351289,0
Group1,0.96946573,0
Group1,1.0130136,0
Group1,1.0051897,0
Group1,0.92224216,0
Group1,0.94111055,0
Group1,0.95462304,0
Group1,1.2520545,0
Group1,0.65365595,0
Group1,1.1126592,0
Group1,1.3669628,0
Group1,0.9622544,0
Group1,0.9223472,0
Group1,1.202538,0
Group1,0.9036538,0
Group1,1.2741259,0
Group1,0.9135431,0
Group1,0.98770404,0
Group1,1.2416226,0
Group1,1.3976983,0
Group1,0.5836608,0
Group1,0.92134947,0
Group1,1.0141863,0
Group1,0.8317332,0
Group1,0.8880935,0
Group1,0.9511749,0
Group1,0.8670372,0
Group1,1.0588894,0
Group1,0.838507,0
Group1,1.1734477,0
Group1,1.0514855,0
Group1,0.80406076,0
Group1,0.90414387,0
Group1,1.2511618,0
Group1,1.1104888,0
Group1,0.81067693,0
Group1,0.7922461,0
Group1,1.084444,0
Group1,0.8370017,0
Group1,0.94711417,0
Group1,0.8777666,0
Group1,1.0116134,0
Group1,0.91389316,0
Group1,0.9764145,0
Group1,0.7878353,0
Group1,1.1514112,0
Group1,1.1510086,0
Group1,1.0747473,0
Group1,1.2988229,0
Group1,1.7979258,0
Group1,1.1190304,0
Group1,0.94424367,0
Group1,0.918409,1
Group1,1.0608498,0
Group1,1.183372,0
Group1,1.0829738,0
Group1,0.72247845,0
Group1,1.2121822,1
Group1,0.7711198,0
Group1,0.789008,0
Group1,0.940778,0
Group1,1.1610029,0
Group1,0.949162,0
Group1,1.1326828,0
Group1,1.014589,0
Group1,1.1713123,0
Group1,0.8595808,0
Group1,0.9991686,0
Group1,0.72865707,1
Group1,0.9917998,0
Group1,1.4803659,0
Group1,0.6753949,0
Group1,0.79802215,0
Group2,0.8536297,0
Group2,1.1311076,0
Group2,1.1657988,0
Group2,1.418107,0
Group2,1.1356409,0
Group2,1.0034044,0
Group2,0.9422133,0
Group2,0.8755437,0
Group2,1.3788649,0
Group2,0.9607141,0
Group2,1.0242506,0
Group2,0.9092723,0
Group2,1.1385989,0
Group2,0.63937336,0
Group2,0.78815037,0
Group2,0.9919573,0
Group2,0.91958165,0
Group2,0.99277997,0
Group2,0.89642495,0
Group2,1.0569465,0
Group2,0.9797926,0
Group2,1.086912,0
Group2,1.191721,0
Group2,1.1355534,0
Group2,0.78790534,0
Group2,0.84900886,0
Group2,0.7094036,0
Group2,1.0462872,0
Group2,1.064788,0
Group2,1.1102437,0
Group2,1.1062355,0
Group2,0.9990461,1
Group2,1.1697545,0
Group2,1.1262591,0
Group2,0.8080165,0
Group2,1.1579574,0
Group2,0.9296985,0
Group2,1.5145144,1
Group2,1.6106595,1
Group2,0.97525924,0
Group2,0.58345073,1
Group2,1.3112152,0
Group2,0.98905176,0
Group2,1.5656238,0
Group2,1.47578,0
Group2,0.9605741,0
Group2,0.8785542,0
Group2,1.1658163,0
Group2,1.034385,0
Group2,1.1444274,0
Group2,1.0374831,0
Group2,1.0213801,1
Group2,1.2501991,0
Group2,0.9196517,1
Group2,1.2095392,0
Group2,0.8021879,0
Group2,0.9338117,0
Group2,0.98896426,1
Group2,0.50610423,0
Group2,1.2156653,0
Group2,1.1758456,0
Group2,0.6067825,0
Group2,0.95976895,0
Group2,1.2145276,0
Group2,1.2727957,0
Group2,1.1206406,0
Group2,0.8093467,0
Group2,1.1073031,0
Group2,0.91268545,0
Group2,1.0443443,0
Group2,1.0499628,0
Group2,0.84437054,1
Group2,0.90347874,0
Group2,0.93549204,0
Group2,1.1688794,0
Group2,1.0892924,0
Group2,0.9782348,0
Group2,0.9638647,1
Group2,1.2679824,0
Group2,0.9336192,0
Group2,1.0441343,0
Group2,0.92761564,1
Group2,0.9179539,0
Group2,1.1929812,0
Group2,1.1660439,0
Group2,1.4462872,0
Group2,0.96069664,0
Group2,0.81788826,0
Group2,1.1574323,0
Group2,1.0058373,0
Group2,1.0298867,0
Group2,0.8602634,0
Group2,1.6301055,0
Group2,0.92401,0
Group2,1.3942852,1
Group2,0.9975583,1
Group2,0.88795346,0
Group2,1.009408,0
Group2,1.0436791,0
Group2,0.94956464,0
Group2,1.5820593,0
Group2,0.7512187,0
Group2,1.2095392,0
Group2,1.3052291,0
Group2,1.042454,0
Group2,0.99670064,0
Group2,1.1520413,0
Group2,0.95290774,0
Group2,1.0653656,0
Group2,1.0094604,0
Group2,0.8904739,0
Group2,1.5754081,0
Group2,1.5324903,1
Group2,1.1787336,0
Group2,1.0297817,0
Group2,0.6763401,0
Group2,0.81337243,0
Group2,0.8374393,0
Group2,1.1705596,0
Group2,0.7375312,1
Group2,1.0889249,0
Group2,0.9375749,0
Group2,0.72489387,1
Group2,0.8666346,0
Group2,1.0038245,0
Group4,0.7403842,0
Group4,1.0257909,1
Group4,1.1102612,0
Group4,1.0809784,0
Group4,1.0003238,0
Group4,1.4769877,0
Group4,0.96904564,0
Group4,0.9420207,0
Group4,0.9411456,0
Group4,1.4155691,0
Group4,1.9761782,0
Group4,1.3840283,1
Group4,1.0723144,0
Group4,1.2966875,1
Group4,1.2364416,0
Group4,0.78144664,0
Group4,1.1398591,1
Group4,1.1437798,0
Group4,1.0611998,0
Group4,0.9341268,0
Group4,0.9969457,0
Group4,1.5738503,0
Group4,0.6391283,0
Group4,0.96344465,0
Group4,0.7993699,0
Group4,0.80836654,0
Group4,0.8944296,0
Group4,0.99902856,0
Group4,1.1937164,0
Group4,0.94919705,0
Group4,0.9219271,0
Group4,0.6385682,0
Group4,1.5482606,1
Group4,0.7801164,0
Group4,0.9395178,0
Group4,0.6850042,0
Group4,1.2807071,0
Group4,0.8537172,0
Group4,1.0759901,0
Group4,1.0973439,0
Group4,0.9146808,0
Group4,1.155577,0
Group4,1.0345426,0
Group4,1.2179233,0
Group4,0.97967005,0
Group4,0.9390802,1
Group4,0.98371327,0
Group4,0.9972783,0
Group4,0.96755785,0
Group4,0.954483,0
Group4,0.7878878,0
Group4,1.2560626,0
Group4,0.8913491,0
Group4,0.99298996,0
Group4,1.0880672,0
Group4,1.0942633,0
Group4,0.8214764,0
Group4,0.9276856,0
Group4,0.73973656,0
Group4,0.80103266,0
Group4,0.7382313,0
Group4,1.0514506,0
Group4,0.93606967,0
Group4,1.2153152,0
Group4,1.1021223,0
Group4,1.0921454,0
Group4,1.1103313,0
Group4,1.0175469,0
Group4,0.71663237,0
Group4,1.2407824,0
Group4,1.0617249,0
Group4,1.0488951,0
Group4,0.75783485,0
Group4,0.6901501,0
Group4,0.7976196,0
Group4,1.3109876,0
Group4,1.3700608,0
Group4,1.1216033,0
Group4,1.2647443,0
Group4,0.9274056,1
Group4,0.8783442,0
Group4,0.5743491,0
Group4,0.9009058,0
Group4,1.020365,0
Group4,0.979425,1
Group4,0.93675226,0
Group4,0.7964994,0
Group4,1.1251564,1
Group4,0.84928894,0
Group4,1.1293046,0
Group4,1.0386033,0
