celltype,size_factors,dca_split
Group6,0.8442655,0
Group6,0.8960049,0
Group6,0.9565834,0
Group6,1.0659257,0
Group6,0.9875815,0
Group6,1.2968626,0
Group6,0.95290774,0
Group6,0.94422615,0
Group6,1.4033344,1
Group6,0.9559358,0
Group6,1.1558045,0
Group6,1.3671728,0
Group6,1.2432328,0
Group6,0.747788,0
Group6,1.5116265,0
Group6,0.9784098,0
Group6,1.2269549,0
Group6,1.3171837,0
Group6,0.82275414,0
Group6,1.2101518,0
Group6,0.98565614,0
Group6,1.5074958,0
Group6,1.3591388,0
Group6,0.76924694,0
Group6,1.0222903,0
Group6,1.0488076,0
Group6,0.52992606,0
Group6,0.71640486,0
Group6,0.87139547,0
Group6,1.0441167,0
Group6,0.8120947,0
Group6,0.9448038,1
Group6,1.0362228,0
Group6,1.1104712,0
Group6,0.8578655,1
Group6,1.1119591,0
Group6,1.1955717,0
Group6,0.9225222,0
Group6,0.9468516,0
Group6,1.1767908,0
Group6,0.91224784,1
Group6,1.0004814,0
Group6,1.0007964,0
Group6,1.2099593,0
Group6,0.9356321,0
Group6,1.2760863,0
Group6,1.0889773,0
Group6,0.76516867,0
Group6,1.111889,0
Group6,0.92506015,0
Group6,1.6790444,0
Group6,0.6066424,0
Group6,1.1854373,0
Group6,0.80140024,1
Group6,1.1432197,0
Group6,0.9743141,0
Group6,0.6677985,0
Group6,1.1718549,0
Group6,1.1543517,0
Group6,0.9728263,0
Group6,0.91258043,0
Group6,0.8765589,0
Group6,0.64600706,0
Group6,0.8959524,0
Group6,0.8088916,0
Group6,0.95707345,0
Group6,1.3600315,0
Group6,1.0305518,0
Group6,1.07564,0
Group6,1.177946,0
Group6,1.2241719,0
Group6,0.852562,0
Group6,0.8804621,0
Group6,1.0045071,0
Group6,1.2741084,0
Group6,0.8202162,0
Group6,0.9162736,0
Group6,0.9913447,0
Group6,1.161528,0
Group6,0.71682495,0
Group6,0.7764757,0
Group6,0.9253752,1
Group6,0.80623114,0
Group6,0.673032,0
Group6,0.921472,0
Group6,0.67954314,0
Group6,1.0749923,0
Group6,0.7951166,0
Group6,1.7577736,0
Group6,1.2431278,0
Group6,1.5237212,0
Group6,1.1686518,0
Group6,0.841325,0
Group6,1.2268673,0
Group6,0.7762482,0
Group6,1.0933882,0
Group6,0.7364635,0
Group6,0.7223034,0
Group6,1.0431015,0
Group6,0.8155428,0
Group6,0.7062705,1
Group6,0.89850783,0
Group6,0.9816479,0
Group6,1.1794688,0
Group6,0.90297115,0
Group6,0.9110751,0
Group6,0.8544699,0
Group6,0.76823175,0
Group6,1.3320614,0
Group6,1.1795563,0
Group6,1.0321621,1
Group6,0.71871525,0
Group6,0.93776745,1
Group6,1.530915,0
Group5,1.0178795,0
Group5,1.2904564,0
Group5,1.1490133,0
Group5,1.0495602,0
Group5,1.0070275,0
Group5,0.99015445,0
Group5,1.2263073,0
Group5,0.82392687,0
Group5,1.2553276,0
Group5,1.136341,0
Group5,0.836039,0
Group5,0.8685249,0
Group5,1.1263292,0
Group5,1.1565746,0
Group5,1.290789,0
Group5,0.90571916,1
Group5,1.1745853,0
Group5,0.8926793,0
Group5,0.62309545,0
Group5,1.2330635,0
Group5,1.0000262,0
Group5,1.5193803,0
Group5,1.3643198,0
Group5,1.5105762,0
Group5,0.8790618,0
Group5,1.21367,1
Group5,0.6770402,0
Group5,1.2547324,0
Group5,0.89302933,0
Group5,0.7993874,0
Group5,0.79490656,0
Group5,1.1576948,1
Group5,1.2089266,0
Group5,1.4463396,0
Group5,0.76205313,0
Group5,0.91560847,0
Group5,0.73417056,0
Group5,0.85713035,0
Group5,0.8687525,0
Group5,1.3479193,0
Group5,0.72405374,0
Group5,1.0554588,0
Group5,1.1960093,0
Group5,1.0257384,0
Group5,1.3672779,0
Group5,1.2307006,1
Group5,1.0131186,0
Group5,0.66627574,0
Group5,0.9396228,0
Group5,1.1739727,0
Group5,1.0610949,0
Group5,1.263869,0
Group5,0.9650549,0
Group5,0.8301055,0
Group5,1.1223735,0
Group5,0.91212535,0
Group5,0.93365425,0
Group5,0.60881287,0
Group5,1.0181246,0
Group5,1.1842822,0
Group5,0.6940183,0
Group5,1.0218002,0
Group5,0.9030762,0
Group5,0.97349143,0
Group5,0.8833676,1
Group5,1.1076182,0
Group5,1.164486,0
Group5,1.1595851,0
Group5,0.9250952,0
Group5,1.4738371,0
Group5,1.238192,0
Group5,0.9219271,0
Group5,1.3472366,0
Group5,1.343806,0
Group5,0.89793026,1
Group5,0.8149127,1
Group5,0.99010193,0
Group5,1.409758,0
Group5,1.0307969,0
Group5,0.69713384,0
Group5,1.4205049,0
Group5,1.0225353,0
Group5,1.0714391,0
Group5,0.82070625,0
Group5,0.7785936,0
Group5,1.02054,0
Group5,0.93225396,0
Group5,0.9434735,0
Group5,1.0880147,0
Group5,0.7094911,0
Group5,1.2411674,0
Group5,1.5106463,0
Group5,1.2246095,1
Group5,0.9852711,0
Group5,0.86757976,0
Group5,0.99484533,0
Group5,0.7465103,1
Group5,1.0128036,0
Group5,1.0081127,0
Group5,0.96575505,0
Group5,1.0765501,0
Group2,0.54203826,0
Group2,0.77491796,0
Group2,1.0347526,0
Group2,0.9721087,0
Group2,0.8721831,0
Group2,1.4525883,0
Group2,0.74724543,0
Group2,1.1015446,0
Group2,1.3757143,1
Group2,1.0809784,0
