celltype,size_factors,dca_split
Group1,1.6232442,0
Group1,1.0895375,0
Group1,1.1908283,0
Group1,0.70749575,0
Group1,0.77171487,0
Group1,1.3550256,0
Group1,1.3565834,0
Group1,1.4849867,0
Group1,1.1118541,0
Group1,0.78368706,1
Group1,0.79324377,0
Group1,0.56458235,0
Group1,1.053551,0
Group1,0.96668273,0
Group1,0.8618562,0
Group1,0.9759594,0
Group1,0.5943377,0
Group1,0.8076489,0
Group1,1.0801908,0
Group1,1.1326128,0
Group1,1.1160372,0
Group1,1.1520764,1
Group1,0.907592,0
Group1,1.1429046,0
Group1,0.94265085,0
Group1,1.4075177,0
Group1,0.9199842,0
Group1,0.8012427,0
Group1,1.1260841,0
Group1,1.1491008,0
Group1,0.72554153,0
Group1,0.93981534,0
Group1,0.7997199,0
Group1,1.0969414,0
Group1,0.64369667,0
Group1,0.9556207,0
Group1,1.1023673,0
Group1,1.2351289,0
Group1,0.96946573,0
Group1,1.0130136,0
Group1,1.0051897,0
Group1,0.92224216,0
Group1,0.94111055,0
Group1,0.95462304,0
Group1,1.2520545,0
Group1,0.65365595,0
Group1,1.1126592,0
Group1,1.3669628,0
Group1,0.9622544,0
Group1,0.9223472,0
Group1,1.202538,0
Group1,0.9036538,0
Group1,1.2741259,0
Group1,0.9135431,0
Group1,0.98770404,0
Group1,1.2416226,0
Group1,1.3976983,0
Group1,0.5836608,0
Group1,0.92134947,0
Group1,1.0141863,0
Group1,0.8317332,0
Group1,0.8880935,0
Group1,0.9511749,0
Group1,0.8670372,0
Group1,1.0588894,0
Group1,0.838507,0
Group1,1.1734477,0
Group1,1.0514855,0
Group1,0.80406076,0
Group1,0.90414387,0
Group1,1.2511618,0
Group1,1.1104888,0
Group1,0.81067693,0
Group1,0.7922461,0
Group1,1.084444,0
Group1,0.8370017,0
Group1,0.94711417,0
Group1,0.8777666,0
Group1,1.0116134,0
Group1,0.91389316,0
Group1,0.9764145,0
Group1,0.7878353,0
Group1,1.1514112,0
Group1,1.1510086,0
Group1,1.0747473,0
Group1,1.2988229,0
Group1,1.7979258,0
Group1,1.1190304,0
Group1,0.94424367,0
Group1,0.918409,1
Group1,1.0608498,0
Group1,1.183372,0
Group1,1.0829738,0
Group1,0.72247845,0
Group1,1.2121822,1
Group1,0.7711198,0
Group1,0.789008,0
Group1,0.940778,0
Group1,1.1610029,0
Group1,0.949162,0
Group1,1.1326828,0
Group1,1.014589,0
Group1,1.1713123,0
Group1,0.8595808,0
Group1,0.9991686,0
Group1,0.72865707,1
Group1,0.9917998,0
Group1,1.4803659,0
Group1,0.6753949,0
Group1,0.79802215,0
Group1,1.0574892,0
Group1,1.098289,0
Group1,1.2566928,1
Group1,1.4132236,0
Group1,1.3131405,0
Group1,0.8079289,0
Group1,0.8613311,0
Group1,0.962622,0
Group1,0.85777795,0
Group1,0.63242465,0
Group1,0.91081256,0
Group1,0.72846454,0
Group1,0.8670372,0
Group1,1.072647,1
Group1,1.0918479,0
Group1,1.2303855,0
Group1,0.9113552,1
Group1,1.4114033,0
Group1,0.995983,0
Group1,0.82677984,0
Group1,0.90055573,0
Group1,0.9376624,0
Group1,1.363042,0
Group1,0.8426727,0
Group1,0.885223,0
Group1,1.0836564,0
Group1,1.1136569,0
Group1,0.96472234,0
Group1,0.9201593,0
Group1,1.439531,1
Group1,0.9164311,0
Group1,1.417897,0
Group1,0.6626176,0
Group1,1.318479,0
Group1,1.1985472,0
Group1,1.2252395,0
Group1,0.8705553,0
Group1,0.8153853,0
Group1,1.1618081,1
Group1,1.2071588,0
Group1,1.068096,0
Group1,0.89833283,1
Group1,1.1270468,0
Group1,0.72702926,0
Group1,1.1641185,0
Group1,0.8126723,0
Group1,0.9689056,0
Group1,0.9112502,0
Group1,1.2234718,0
Group1,0.9275981,0
Group1,1.2417101,0
Group1,1.1204131,1
Group1,0.98807156,0
Group1,1.2064937,0
Group1,1.133523,0
Group1,1.2339911,0
Group1,0.99663067,0
Group1,0.98273313,0
Group1,0.780729,1
Group1,0.77393776,0
Group1,0.8872183,0
Group1,0.96241194,0
Group1,1.2587231,0
Group1,1.3428609,0
Group1,1.2044458,0
Group1,0.8061786,0
Group1,1.0957686,0
Group1,0.64147377,0
Group1,1.2962149,0
Group1,0.83791184,0
Group1,0.9040214,0
Group1,0.94798934,0
Group1,0.78818536,0
Group1,0.9438236,0
Group1,0.6879447,0
Group1,1.5303024,0
Group1,0.8151578,0
Group1,1.1676016,0
Group1,0.92376494,0
Group1,0.8530171,0
Group1,0.9109526,0
Group1,0.97191614,1
Group1,1.3957905,0
Group1,1.1262591,0
Group1,0.80780643,1
Group1,1.1922461,0
Group1,0.74237955,0
Group1,1.0879622,0
Group1,0.68619436,0
Group1,0.910095,0
Group1,0.9254102,0
Group1,0.9963156,0
Group1,1.2495165,0
Group1,0.8087691,0
Group1,1.1175251,1
Group1,1.108931,0
Group1,0.64985776,0
Group1,1.357126,0
Group1,1.0580143,0
Group1,1.1028924,0
Group1,0.98362577,0
Group1,1.285013,0
Group1,1.3245176,1
Group1,1.0221328,0
Group1,1.2095742,0
Group1,1.5496434,0
Group1,1.3365422,1
Group1,0.94135565,1
Group1,0.8486063,0
Group1,1.2507942,0
Group1,0.76711154,0
Group1,1.147473,0
Group1,0.8695051,0
Group1,1.1323677,1
Group1,1.2062486,0
Group1,0.8820199,0
Group1,1.1729575,0
Group1,1.1332079,0
Group1,0.94515383,0
Group1,1.1768959,0
Group1,1.1616856,0
Group1,0.9902945,0
Group1,1.2403798,0
Group1,0.93118626,1
Group1,1.219236,0
Group1,1.3552182,1
Group1,1.0108782,0
Group1,0.84794116,0
Group1,1.3988535,0
Group1,0.7971645,1
Group1,1.0321621,0
Group1,1.1018072,0
Group1,0.77918875,0
Group1,1.2761037,0
Group1,0.96463484,0
Group1,0.98066777,0
Group1,0.9935326,0
Group1,0.719713,0
Group1,0.6826412,1
Group1,1.1095262,0
Group1,0.6781254,0
Group1,1.1289722,0
Group1,0.8238393,0
Group1,1.1374086,0
Group1,1.7354395,0
Group1,0.7842997,0
Group1,1.0659608,0
Group1,1.3790574,1
Group1,0.9699033,0
Group1,1.0347176,0
Group1,1.4693913,0
Group1,0.88630813,0
Group1,1.1211832,1
Group1,0.8431103,0
Group1,1.3567934,1
Group1,0.62318295,0
Group1,0.81713563,0
Group1,1.1271518,0
Group1,1.5278519,0
Group1,1.5900056,1
Group1,1.0855993,0
Group1,1.1468079,0
Group1,1.0775303,0
Group1,0.94714916,0
Group1,1.3372599,0
Group1,0.8905264,0
Group1,1.1010021,0
Group1,0.8457883,0
Group1,0.75881505,0
Group1,1.0687612,0
Group1,0.9609417,0
Group1,0.8988229,0
Group1,1.0576117,0
Group1,0.7306699,0
Group1,0.8038682,0
Group1,1.1779985,1
Group1,1.6505141,0
Group1,1.0906577,0
Group1,0.90358377,1
Group1,0.88511795,0
Group1,0.7786111,0
Group1,1.0483525,0
Group1,0.92478013,0
Group1,1.0144664,0
Group1,1.277364,0
Group1,1.5630333,0
Group1,1.304529,0
Group1,1.0546012,0
Group1,0.6376756,0
Group1,0.8838227,0
Group1,1.0106682,1
Group1,1.221844,0
Group1,0.9193366,0
Group1,0.8501466,0
Group1,1.2538573,0
Group1,1.0728569,0
Group1,0.8982628,1
Group1,1.064718,0
Group1,1.1468779,0
Group1,0.67793286,0
Group1,0.7431497,0
Group1,1.3075219,0
Group1,1.1690193,0
Group1,0.7186978,0
Group1,0.7295672,1
Group1,1.0518881,0
Group1,0.9912047,0
Group1,0.6367654,0
Group1,1.0627052,0
Group1,0.6945959,0
Group1,1.288181,0
Group1,1.0374831,0
Group1,0.99067956,0
Group1,1.2251695,0
Group1,1.2204962,1
Group1,1.37918,0
Group1,1.4082878,0
